date,open,high,low,close,volume
2020-08-17,111.17,111.96,110.40,111.19,67867380
2020-08-18,113.26,114.41,112.21,113.36,67392056
2020-08-19,113.32,113.64,112.45,112.77,57502520
2020-08-20,112.48,113.40,111.72,112.63,68974556
2020-08-21,113.66,114.85,112.45,113.63,50812830
2020-08-24,112.25,113.36,111.14,112.25,85774095
2020-08-25,115.94,116.34,115.51,115.90,107275721
2020-08-26,116.01,116.46,115.57,116.03,73045834
2020-08-27,115.16,115.50,114.83,115.16,52845159
2020-08-28,115.55,115.97,114.95,115.37,63850900
2020-08-31,116.43,117.00,115.81,116.38,105413511
2020-09-01,117.13,118.45,115.54,116.86,119727946
2020-09-02,117.37,118.35,116.31,117.29,62201394
2020-09-03,117.04,118.24,116.28,117.48,63350434
2020-09-04,118.67,119.37,117.75,118.45,70737927
2020-09-07,118.76,120.35,117.15,118.74,75710850
2020-09-08,118.76,119.43,118.10,118.76,49652465
2020-09-09,118.93,119.81,118.18,119.05,54284585
2020-09-10,120.79,121.23,120.27,120.71,64441361
2020-09-11,120.39,121.35,119.70,120.66,68819093
2020-09-14,121.29,122.45,119.82,120.97,87432147
2020-09-15,120.59,121.64,119.88,120.92,54147936
2020-09-16,121.89,122.73,120.73,121.57,76757072
2020-09-17,122.40,123.46,121.24,122.30,87718209
2020-09-18,122.95,123.69,122.05,122.79,68626396
2020-09-21,123.65,124.06,123.32,123.72,69813118
2020-09-22,123.99,124.50,123.65,124.16,85500611
2020-09-23,124.52,125.06,123.91,124.45,162533650
2020-09-24,125.03,125.86,123.97,124.80,116300826
2020-09-25,124.86,125.83,124.12,125.08,92720465
2020-09-28,126.48,127.82,124.92,126.26,94893107
2020-09-29,125.69,126.81,124.67,125.80,63018870
2020-09-30,127.24,127.91,126.74,127.41,104520114
2020-10-01,127.25,127.56,126.99,127.30,88634059
2020-10-02,126.20,126.57,125.52,125.89,96236526
2020-10-05,125.76,126.25,125.39,125.87,117676095
2020-10-06,128.56,129.03,128.09,128.56,75309586
2020-10-07,126.73,127.58,125.86,126.71,79220462
2020-10-08,125.78,126.08,125.38,125.69,54742522
2020-10-09,128.49,129.97,126.82,128.30,73574740
2020-10-12,129.88,130.90,128.68,129.71,62624964
2020-10-13,128.67,129.06,127.91,128.30,54811735
2020-10-14,128.82,130.05,127.52,128.75,92201416
2020-10-15,128.63,129.96,127.13,128.46,88976247
2020-10-16,129.69,130.85,128.57,129.73,55548904
2020-10-19,129.91,130.53,129.59,130.21,74590232
2020-10-20,127.19,127.55,126.72,127.08,79719034
2020-10-21,129.89,130.74,128.94,129.78,66056412
2020-10-22,129.32,130.75,127.81,129.24,82504347
2020-10-23,130.83,132.29,129.56,131.01,78057450
2020-10-26,129.47,130.74,128.37,129.64,74649390
2020-10-27,130.88,131.29,130.44,130.86,83944371
2020-10-28,130.72,132.56,129.04,130.87,50782997
2020-10-29,131.11,131.53,130.25,130.67,69240470
2020-10-30,130.48,131.51,129.30,130.33,118265871
2020-11-02,130.26,131.13,129.63,130.50,63962570
2020-11-03,131.27,132.31,130.39,131.43,163169195
2020-11-04,131.33,132.33,130.66,131.65,88758580
2020-11-05,133.85,134.70,133.05,133.90,53440875
2020-11-06,133.28,133.68,132.43,132.83,44130906
2020-11-09,133.82,134.32,133.03,133.53,75383473
2020-11-10,132.36,133.35,131.52,132.51,67897225
2020-11-11,132.56,133.03,132.14,132.61,71005090
2020-11-12,133.07,133.72,132.35,133.00,57339906
2020-11-13,134.09,134.57,133.66,134.14,72151945
2020-11-16,133.42,134.84,132.44,133.87,44464897
2020-11-17,133.57,134.13,133.20,133.75,67899391
2020-11-18,135.29,136.58,133.64,134.93,102700762
2020-11-19,134.13,135.50,133.12,134.49,169378416
2020-11-20,134.25,134.66,133.77,134.19,100762272
2020-11-23,132.98,134.55,131.79,133.36,92302680
2020-11-24,133.76,134.06,133.37,133.67,69636182
2020-11-25,133.32,133.85,132.83,133.35,106667872
2020-11-26,133.20,134.11,132.02,132.93,64546561
2020-11-27,133.56,134.78,132.49,133.71,83793633
2020-11-30,133.56,134.14,132.51,133.09,70607399
2020-12-01,133.50,133.95,132.85,133.30,46735588
2020-12-02,134.39,135.33,133.00,133.93,77433582
2020-12-03,133.67,135.05,132.26,133.64,48354924
2020-12-04,131.18,131.50,130.83,131.15,65415922
2020-12-07,132.00,133.13,130.98,132.10,87240860
2020-12-08,130.83,131.71,130.45,131.34,103853295
2020-12-09,131.56,132.02,131.06,131.51,98209066
2020-12-10,131.99,133.01,131.23,132.25,66472473
2020-12-11,131.60,133.08,130.14,131.63,69623734
2020-12-14,130.42,131.62,129.76,130.96,77212412
2020-12-15,130.25,131.57,129.33,130.64,87400598
2020-12-16,130.75,132.38,128.92,130.55,67382966
2020-12-17,129.10,129.77,128.53,129.19,72605233
2020-12-18,129.55,130.36,129.00,129.81,146057501
2020-12-21,130.79,131.39,130.11,130.71,55922314
2020-12-22,129.09,130.12,128.13,129.15,106600604
2020-12-23,129.51,130.52,128.32,129.32,45508682
2020-12-24,130.24,131.84,128.47,130.07,60592933
2020-12-25,130.94,131.51,130.02,130.59,104713248
2020-12-28,127.34,127.62,127.04,127.32,105588232
2020-12-29,128.26,129.08,127.15,127.97,57306904
2020-12-30,127.58,127.97,127.02,127.41,42672400
2020-12-31,127.66,128.35,126.65,127.34,116066633
2021-01-01,129.04,129.55,128.52,129.03,66330648
2021-01-04,128.55,129.91,127.06,128.42,93997848
2021-01-05,127.84,128.62,127.57,128.36,99366566
2021-01-06,127.88,128.18,127.51,127.81,51267338
2021-01-07,129.26,131.04,127.76,129.53,104173838
2021-01-08,128.41,129.89,126.95,128.43,63906335
2021-01-11,129.16,129.51,128.32,128.67,51499107
2021-01-12,128.51,129.74,128.10,129.33,94692165
2021-01-13,128.94,129.31,128.58,128.94,51559330
2021-01-14,129.50,130.88,128.05,129.43,50307461
2021-01-15,128.98,129.98,128.34,129.33,68534724
2021-01-18,129.57,130.13,128.85,129.41,143663251
2021-01-19,129.15,129.50,128.37,128.72,67467643
2021-01-20,129.12,130.23,128.41,129.51,78471303
2021-01-21,131.93,132.98,130.79,131.85,55027561
2021-01-22,130.11,131.24,128.95,130.07,179851112
2021-01-25,130.17,130.81,129.23,129.86,112443499
2021-01-26,130.59,131.57,129.48,130.46,79269910
2021-01-27,130.34,131.65,129.28,130.59,79307918
2021-01-28,129.75,130.47,129.19,129.91,118802889
2021-01-29,130.41,130.85,129.73,130.17,50497827
2021-02-01,130.34,131.30,129.26,130.21,53335399
2021-02-02,130.32,132.00,129.23,130.91,82061093
2021-02-03,129.66,130.40,129.24,129.98,71855650
2021-02-04,131.69,132.09,131.02,131.42,86936097
2021-02-05,131.00,134.30,127.86,131.15,68462632
2021-02-08,131.41,132.09,130.93,131.61,104938090
2021-02-09,131.43,132.06,130.99,131.61,60450859
2021-02-10,131.72,132.23,131.37,131.88,57688747
2021-02-11,130.92,131.25,130.61,130.94,56053568
2021-02-12,133.00,134.45,131.31,132.76,72696835
2021-02-15,132.55,133.20,132.16,132.81,101635699
2021-02-16,132.24,132.73,131.51,132.00,58271213
2021-02-17,132.33,134.18,130.41,132.26,108624237
2021-02-18,131.47,132.81,130.01,131.34,68312086
2021-02-19,132.62,133.84,131.84,133.06,103968655
2021-02-22,133.56,134.10,133.02,133.56,64976417
2021-02-23,134.22,134.72,133.90,134.41,119141074
2021-02-24,131.46,132.06,131.11,131.71,99059721
2021-02-25,131.93,132.78,131.07,131.92,78453122
2021-02-26,135.27,136.00,134.54,135.27,61276922
2021-03-01,135.79,137.30,134.46,135.96,100291771
2021-03-02,135.54,136.59,134.65,135.70,87352956
2021-03-03,134.36,135.66,133.22,134.52,50174672
2021-03-04,135.97,137.88,133.75,135.66,64045212
2021-03-05,137.90,138.55,137.08,137.73,58567051
2021-03-08,136.76,137.31,136.33,136.89,70785349
2021-03-09,137.14,137.75,135.95,136.55,42676552
2021-03-10,136.65,137.95,135.25,136.54,63813561
2021-03-11,136.11,136.44,135.57,135.90,61731355
2021-03-12,137.57,138.87,136.27,137.57,78577273
2021-03-15,139.76,140.57,139.07,139.88,117485533
2021-03-16,137.25,138.42,136.67,137.84,69739855
2021-03-17,138.20,140.42,135.86,138.08,51317324
2021-03-18,139.31,140.59,137.81,139.09,72138633
2021-03-19,137.64,138.30,137.08,137.74,58859321
2021-03-22,139.77,140.36,138.96,139.54,47136996
2021-03-23,139.15,140.53,138.14,139.52,70634049
2021-03-24,138.93,139.26,138.34,138.67,37190247
2021-03-25,139.55,140.74,138.68,139.87,54937605
2021-03-26,141.57,142.62,140.72,141.76,96160927
2021-03-29,140.91,141.22,140.02,140.33,81533361
2021-03-30,139.56,140.53,138.53,139.50,68754913
2021-03-31,141.31,142.10,140.72,141.51,68683908
2021-04-01,140.83,141.76,139.67,140.60,77478344
2021-04-02,142.51,143.90,141.00,142.40,70187972
2021-04-05,141.85,142.33,141.23,141.71,79566183
2021-04-06,143.45,144.42,142.25,143.21,46682604
2021-04-07,142.42,143.31,141.53,142.43,59680291
2021-04-08,141.84,142.56,141.30,142.02,53225297
2021-04-09,142.93,144.30,141.70,143.07,123706318
2021-04-12,142.63,144.24,141.41,143.02,110144874
2021-04-13,142.48,143.14,141.78,142.43,91375068
2021-04-14,142.83,144.18,142.11,143.45,64389684
2021-04-15,143.04,143.43,142.50,142.89,73124706
2021-04-16,142.66,144.09,141.28,142.71,62803346
2021-04-19,144.68,145.16,143.94,144.42,72263006
2021-04-20,145.33,147.47,142.68,144.82,54432891
2021-04-21,146.44,147.75,145.11,146.42,76142232
2021-04-22,144.63,145.13,144.10,144.60,52641000
2021-04-23,145.02,146.16,144.35,145.48,52814816
2021-04-26,144.60,146.05,143.52,144.97,43442557
2021-04-27,146.77,147.85,145.67,146.75,45568993
2021-04-28,147.79,148.94,146.05,147.19,71616870
2021-04-29,147.09,147.68,146.47,147.07,90771992
2021-04-30,148.94,149.50,148.18,148.73,67771131
2021-05-03,148.53,149.02,148.21,148.70,62671581
2021-05-04,147.75,148.14,146.85,147.24,75468961
2021-05-05,148.28,149.23,147.32,148.27,86888678
2021-05-06,147.81,148.26,147.34,147.79,89102512
2021-05-07,148.27,149.66,146.78,148.17,88803694
2021-05-10,147.73,148.15,146.92,147.33,64785974
2021-05-11,148.21,149.05,147.38,148.22,75547152
2021-05-12,149.98,150.83,149.17,150.01,94772640
2021-05-13,147.92,149.25,146.91,148.23,88129791
2021-05-14,146.95,148.59,145.65,147.29,54988108
2021-05-17,148.31,149.29,147.36,148.34,63135168
2021-05-18,149.30,150.50,147.70,148.91,93853642
2021-05-19,149.34,150.15,148.45,149.26,60151910
2021-05-20,148.78,149.26,148.26,148.74,64386706
2021-05-21,149.12,149.50,148.53,148.92,82952539
2021-05-24,151.18,152.85,149.42,151.10,94110875
2021-05-25,150.69,151.65,149.55,150.50,59526911
2021-05-26,150.13,150.77,149.37,150.01,118603487
2021-05-27,149.99,151.24,148.42,149.67,47626917
2021-05-28,148.39,148.87,147.95,148.43,57583242
2021-05-31,151.55,152.65,150.72,151.81,127776729
2021-06-01,150.03,150.92,149.16,150.04,70015103
2021-06-02,150.19,150.71,149.54,150.06,94333327
2021-06-03,152.20,152.68,151.70,152.18,83570505
2021-06-04,151.29,153.25,149.78,151.73,79100342
2021-06-07,151.76,152.14,151.15,151.53,132457361
2021-06-08,149.54,151.20,148.10,149.76,127742137
2021-06-09,151.72,152.03,151.02,151.32,64299730
2021-06-10,150.52,151.13,150.09,150.71,80999424
2021-06-11,153.54,154.09,152.80,153.36,58100908
2021-06-14,152.81,153.77,151.04,152.00,130464503
2021-06-15,152.17,154.13,150.60,152.56,69418455
2021-06-16,152.07,152.44,151.67,152.04,56036997
2021-06-17,153.21,154.11,152.37,153.27,85414420
2021-06-18,152.49,154.33,150.36,152.19,116421269
2021-06-21,150.68,151.34,149.79,150.45,68579175
2021-06-22,149.50,150.05,148.54,149.09,44234900
2021-06-23,151.28,151.92,150.23,150.87,98593373
2021-06-24,150.54,151.54,149.03,150.03,67852745
2021-06-25,152.50,154.26,150.57,152.34,53946984
2021-06-28,151.69,152.17,151.13,151.61,62585723
2021-06-29,150.64,151.50,149.62,150.47,63975759
2021-06-30,150.84,152.74,149.06,150.96,43268807
2021-07-01,149.43,150.74,147.93,149.24,71809404
2021-07-02,147.31,148.13,146.07,146.89,67696794
2021-07-05,148.58,149.20,147.62,148.23,71470564
2021-07-06,148.64,149.92,147.84,149.11,132880420
2021-07-07,147.27,148.23,146.11,147.08,119661825
2021-07-08,147.84,149.48,146.52,148.15,87951812
2021-07-09,148.46,149.38,147.91,148.83,104718283
2021-07-12,147.01,148.19,145.87,147.05,54425023
2021-07-13,148.01,149.35,146.45,147.78,59541672
2021-07-14,148.11,149.31,146.97,148.18,84839954
2021-07-15,146.62,148.16,145.71,147.24,93795659
2021-07-16,148.65,149.97,147.67,148.99,72925730
2021-07-19,146.28,147.13,145.47,146.31,50944283
2021-07-20,147.07,147.87,146.00,146.80,54538789
2021-07-21,146.56,147.13,145.73,146.30,103171813
2021-07-22,146.62,147.04,146.04,146.46,82424965
2021-07-23,146.03,146.52,145.16,145.65,66958972
2021-07-26,147.04,147.99,145.45,146.40,65167403
2021-07-27,146.56,147.66,145.12,146.22,61595677
2021-07-28,144.16,144.75,143.51,144.10,103515365
2021-07-29,144.61,145.05,143.64,144.07,98035294
2021-07-30,143.85,146.13,141.82,144.10,41538827
2021-08-02,144.85,145.66,144.56,145.36,73989201
2021-08-03,146.11,146.71,145.20,145.81,84955926
2021-08-04,146.90,148.18,145.39,146.66,59263628
2021-08-05,146.86,147.89,145.86,146.89,49809687
2021-08-06,145.94,147.23,145.39,146.67,80229001
2021-08-09,146.65,147.76,145.42,146.53,93992130
2021-08-10,146.30,147.47,145.60,146.77,66627936
2021-08-11,147.31,148.07,146.96,147.71,83013410
2021-08-12,145.61,146.01,145.30,145.70,86043712
2021-08-13,146.64,147.23,145.60,146.19,65378826
2021-08-16,145.71,147.61,143.76,145.66,77786475
2021-08-17,150.18,150.74,149.14,149.70,54496208
2021-08-18,148.15,149.47,146.77,148.09,91680641
2021-08-19,146.81,148.49,145.45,147.13,96673395
2021-08-20,145.68,146.79,144.88,145.99,58230388
2021-08-23,146.85,147.30,146.08,146.53,95763276
2021-08-24,147.56,148.27,146.68,147.39,51216964
2021-08-25,149.47,149.81,148.99,149.34,100321645
2021-08-26,149.73,151.08,148.52,149.86,72072528
2021-08-27,149.58,150.58,148.88,149.87,74749833
2021-08-30,148.64,149.93,147.44,148.74,60632290
2021-08-31,147.87,148.88,146.94,147.95,80065554
2021-09-01,151.09,152.61,148.96,150.47,65306809
2021-09-02,150.40,151.21,149.17,149.98,62955732
2021-09-03,148.71,150.12,148.05,149.45,99258899
2021-09-06,149.20,150.28,148.14,149.22,125459111
2021-09-07,150.87,152.00,149.32,150.44,109241748
2021-09-08,149.43,149.77,148.89,149.23,69298393
2021-09-09,149.67,150.11,148.85,149.28,122620414
2021-09-10,149.83,150.99,149.48,150.64,61359837
2021-09-13,153.36,154.58,152.30,153.52,26044413
2021-09-14,153.84,155.05,152.33,153.54,51845977
2021-09-15,155.34,156.57,153.91,155.14,113993214
2021-09-16,157.56,158.16,156.59,157.18,75409189
2021-09-17,156.65,157.98,155.01,156.34,43433975
2021-09-20,157.13,158.44,155.51,156.81,93345704
2021-09-21,157.03,158.28,155.91,157.17,139880691
2021-09-22,157.72,159.81,156.14,158.23,116723847
2021-09-23,161.74,162.72,160.76,161.74,50777502
2021-09-24,162.61,164.22,161.07,162.68,70525137
2021-09-27,164.66,165.83,163.71,164.88,105800561
2021-09-28,163.99,165.89,162.06,163.96,58178796
2021-09-29,163.56,164.25,163.15,163.83,85925139
2021-09-30,165.57,166.09,164.74,165.26,93299027
2021-10-01,168.07,169.24,167.10,168.26,49955150
2021-10-04,168.43,169.28,167.26,168.11,115572344
2021-10-05,168.61,169.43,168.09,168.90,60042568
2021-10-06,169.66,171.09,168.22,169.65,98190843
2021-10-07,172.31,173.95,170.54,172.17,99155596
2021-10-08,172.94,174.14,172.05,173.25,163601565
2021-10-11,172.60,173.49,172.02,172.91,145790955
2021-10-12,171.68,172.36,171.15,171.83,181760821
2021-10-13,172.73,173.83,171.14,172.23,119941078
2021-10-14,175.21,175.66,174.65,175.10,163764417
2021-10-15,174.40,175.51,173.78,174.88,71259439
2021-10-18,174.70,176.74,172.39,174.43,98107083
2021-10-19,173.93,174.80,172.92,173.79,62276761
2021-10-20,175.49,176.31,174.74,175.57,99977025
2021-10-21,178.13,178.62,177.24,177.74,254015048
2021-10-22,175.65,176.74,174.77,175.85,98939250
2021-10-25,176.27,177.54,175.07,176.34,141509605
2021-10-26,177.37,177.83,176.67,177.14,133761520
2021-10-27,176.74,177.58,175.40,176.23,188584087
2021-10-28,179.10,180.28,177.92,179.10,89898697
2021-10-29,180.01,181.90,177.90,179.78,90239727
2021-11-01,176.31,176.91,175.93,176.52,132336786
2021-11-02,179.89,180.38,178.89,179.39,116395227
2021-11-03,177.38,177.79,176.74,177.15,102390956
2021-11-04,180.10,182.26,177.75,179.90,94779876
2021-11-05,180.67,181.55,180.24,181.12,110888431
2021-11-08,179.88,182.02,178.24,180.37,94076822
2021-11-09,178.95,180.07,178.22,179.34,77001832
2021-11-10,180.18,182.55,178.47,180.83,129207506
2021-11-11,178.55,179.61,178.17,179.22,114020141
2021-11-12,177.30,178.66,176.33,177.68,158995984
2021-11-15,178.16,179.93,176.99,178.75,214608725
2021-11-16,178.00,179.78,176.22,178.01,94954007
2021-11-17,178.52,179.09,177.50,178.07,194904407
2021-11-18,182.31,182.72,181.87,182.28,136866893
2021-11-19,178.82,180.82,176.83,178.83,143378540
2021-11-22,176.23,178.89,173.74,176.40,161703889
2021-11-23,178.61,180.97,175.65,178.01,105630477
2021-11-24,176.71,177.21,176.14,176.65,77424927
2021-11-25,179.76,180.18,179.37,179.79,75316887
2021-11-26,176.26,179.17,173.15,176.06,126692638
2021-11-29,178.21,180.47,175.42,177.66,92664668
2021-11-30,178.20,179.67,176.56,178.03,58100424
2021-12-01,178.31,179.58,176.57,177.84,120261616
2021-12-02,177.09,178.79,175.47,177.17,71298658
2021-12-03,174.70,176.10,173.54,174.94,77707023
2021-12-06,175.20,176.75,174.69,176.23,101531707
2021-12-07,176.72,177.18,175.61,176.07,72888712
2021-12-08,177.20,179.09,175.57,177.45,67182482
2021-12-09,176.95,178.89,175.00,176.94,65326275
2021-12-10,175.58,176.27,174.92,175.62,84579570
2021-12-13,175.84,176.25,175.44,175.86,61494514
2021-12-14,172.59,174.03,171.26,172.71,88705496
2021-12-15,173.31,174.19,172.25,173.12,100165567
2021-12-16,175.45,176.32,174.03,174.90,75604974
2021-12-17,175.25,176.10,174.06,174.91,35525541
2021-12-20,173.97,174.76,173.27,174.06,90917597
2021-12-21,171.80,172.74,171.17,172.11,71459789
2021-12-22,171.54,173.07,170.44,171.97,86397616
2021-12-23,170.94,172.31,169.82,171.18,92136095
2021-12-24,169.18,169.93,168.38,169.13,151044973
